,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Lauri Markkanen,38:42,12,21,.571,4,10,.400,2,2,1.000,2,7,9,5,3,0,1,2,30,+9
1,Kris Dunn,34:19,3,11,.273,2,6,.333,0,0,,0,8,8,13,1,1,2,1,8,+10
2,John Collins,26:33,4,7,.571,2,2,1.000,0,0,,1,4,5,0,0,0,0,2,10,-8
3,Collin Sexton,24:56,5,11,.455,1,2,.500,5,6,.833,0,0,0,3,1,0,1,0,16,-11
4,Kelly Olynyk,16:30,3,5,.600,1,3,.333,0,0,,0,4,4,7,0,1,0,4,7,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Jordan Clarkson,30:11,11,22,.500,4,9,.444,4,4,1.000,1,2,3,6,1,0,2,1,30,+19
7,Walker Kessler,25:18,5,6,.833,0,0,,0,0,,3,5,8,1,0,2,1,2,10,+17
8,Ochai Agbaji,23:39,3,5,.600,1,3,.333,2,2,1.000,0,3,3,0,0,1,1,2,9,+8
9,Simone Fontecchio,19:52,2,3,.667,2,3,.667,0,0,,1,0,1,0,1,0,3,3,6,0
10,Taylor Hendricks,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Johnny Juzang,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Omer Yurtseven,Did Not Play,,,,,,,,,,,,,,,,,,,
