,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Deni Avdija,37:36,.371,.361,.444,.111,4.8,16.2,10.6,15.1,3.8,0.0,9.6,24.0,76,97,-4.4
1,Jordan Poole,32:12,.482,.500,.667,.083,0.0,13.6,6.9,11.7,0.0,3.0,19.4,20.7,76,106,-9.9
2,Kyle Kuzma,31:17,.368,.250,.313,.625,0.0,11.2,5.7,17.1,1.5,6.3,4.7,29.6,79,104,-4.4
3,Tyus Jones,22:56,.000,.000,.200,.000,0.0,3.8,1.9,6.3,4.1,0.0,16.7,11.3,9,104,-15.4
4,Daniel Gafford,16:26,.644,.667,.000,.667,11.0,15.9,13.5,0.0,5.8,0.0,20.5,12.8,111,93,-1.5
5,player,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,33:54,.804,.833,.583,.083,2.7,15.4,9.2,19.6,5.6,0.0,13.9,18.4,129,94,13.3
7,Corey Kispert,26:31,.410,.250,.625,.500,3.4,6.6,5.0,24.6,1.8,0.0,9.3,17.5,94,108,-3.8
8,Danilo Gallinari,19:34,.652,.500,.429,.714,0.0,13.4,6.8,28.7,2.4,0.0,0.0,20.3,142,102,9.8
9,Landry Shamet,19:33,.571,.571,.571,.000,4.6,17.9,11.4,9.6,0.0,0.0,12.5,17.7,100,105,-2.9
10,Patrick Baldwin Jr.,Did Not Play,,,,,,,,,,,,,,,
11,Jared Butler,Did Not Play,,,,,,,,,,,,,,,
12,Johnny Davis,Did Not Play,,,,,,,,,,,,,,,
13,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,
14,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,
15,Ryan Rollins,Did Not Play,,,,,,,,,,,,,,,
