,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Dillon Brooks,40:20,8,22,.364,5,15,.333,4,5,.800,1,4,5,1,4,0,0,5,25,-14
1,Alperen Şengün,36:28,10,18,.556,0,2,.000,4,4,1.000,2,10,12,10,1,0,6,2,24,-12
2,Jalen Green,32:02,7,18,.389,1,6,.167,1,3,.333,1,3,4,5,1,0,3,0,16,-8
3,Amen Thompson,31:58,5,10,.500,0,2,.000,5,6,.833,3,11,14,5,1,0,2,3,15,-8
4,Cam Whitmore,27:27,2,7,.286,1,4,.250,0,2,.000,0,4,4,0,1,1,1,1,5,-15
5,player,,,,,,,,,,,,,,,,,,,,
6,Aaron Holiday,27:15,5,8,.625,2,5,.400,0,0,,0,4,4,5,1,0,2,4,12,+5
7,Jeenathan Williams,18:41,2,7,.286,1,1,1.000,0,0,,2,1,3,0,0,0,0,1,5,+3
8,Jae'Sean Tate,14:57,1,2,.500,0,0,,0,0,,0,0,0,0,0,2,0,1,2,-2
9,Jock Landale,10:52,1,2,.500,0,0,,1,2,.500,2,1,3,0,0,0,1,0,3,+6
10,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,
