,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anfernee Simons,38:46,.460,.425,.350,.200,0.0,13.4,6.7,15.4,0.0,0.0,0.0,26.6,109,120,-4.2
1,Jerami Grant,35:35,.577,.577,.154,.000,14.6,14.6,14.6,5.8,0.0,0.0,7.1,37.3,116,120,2.7
2,Malcolm Brogdon,30:17,.621,.583,.500,.167,0.0,21.4,10.7,29.3,1.8,0.0,0.0,20.2,146,115,8.2
3,Jabari Walker,29:52,.410,.375,.250,.500,0.0,26.1,13.0,0.0,1.8,0.0,0.0,7.8,92,114,-5.2
4,Duop Reath,25:20,.900,.889,.444,.111,10.2,25.6,17.9,19.8,0.0,0.0,9.6,19.6,168,117,12.5
5,player,,,,,,,,,,,,,,,,
6,Scoot Henderson,23:24,.427,.167,.333,.833,5.5,11.1,8.3,15.4,0.0,0.0,37.9,26.8,72,121,-14.8
7,Matisse Thybulle,20:37,.375,.375,.750,.000,0.0,0.0,0.0,17.6,0.0,0.0,0.0,9.2,113,122,-5.6
8,Toumani Camara,20:27,.750,.750,.000,.000,12.7,25.4,19.0,6.7,0.0,0.0,0.0,9.3,168,118,2.0
9,Ibou Badji,13:07,1.000,1.000,.000,.000,9.9,9.9,9.9,0.0,0.0,20.9,0.0,3.6,207,108,4.6
10,Kris Murray,2:33,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.6,0,123,-27.3
11,Deandre Ayton,Not With Team,,,,,,,,,,,,,,,
12,Justin Minaya,Did Not Play,,,,,,,,,,,,,,,
13,Rayan Rupert,Did Not Play,,,,,,,,,,,,,,,
