,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Domantas Sabonis,44:56,.965,.950,.100,.200,7.9,28.1,17.6,39.9,1.1,2.4,21.6,13.3,172,125,13.7
1,De'Aaron Fox,42:53,.550,.500,.231,.269,2.7,2.9,2.8,15.4,3.3,0.0,12.1,33.3,106,124,-4.0
2,Kevin Huerter,38:43,.929,.929,.643,.000,0.0,32.6,15.7,9.9,1.2,0.0,6.7,16.7,163,126,8.6
3,Harrison Barnes,31:50,.742,.722,.444,.111,0.0,4.0,1.9,3.7,1.5,0.0,0.0,12.8,148,128,0.0
4,Keegan Murray,19:28,.222,.222,.222,.000,0.0,6.5,3.1,0.0,0.0,5.6,0.0,20.0,48,127,-18.6
5,player,,,,,,,,,,,,,,,,
6,Malik Monk,36:18,.551,.524,.429,.476,3.2,20.9,11.7,24.4,0.0,0.0,3.8,31.4,121,130,1.0
7,Trey Lyles,33:06,.563,.563,.875,.000,3.6,22.9,12.9,6.4,0.0,0.0,0.0,10.4,127,130,-3.5
8,Alex Len,11:22,.500,.500,.250,.000,31.1,22.2,26.8,10.2,0.0,0.0,0.0,15.2,142,130,-6.2
9,Sasha Vezenkov,6:24,.500,.500,.500,.000,0.0,19.7,9.5,0.0,0.0,0.0,0.0,27.0,97,130,-9.4
10,Chris Duarte,Did Not Play,,,,,,,,,,,,,,,
11,Kessler Edwards,Did Not Play,,,,,,,,,,,,,,,
12,Keon Ellis,Did Not Play,,,,,,,,,,,,,,,
13,JaVale McGee,Did Not Play,,,,,,,,,,,,,,,
14,Davion Mitchell,Did Not Play,,,,,,,,,,,,,,,
15,Juan Toscano-Anderson,Did Not Play,,,,,,,,,,,,,,,
