,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Devin Vassell,35:51,6,13,.462,4,8,.500,1,2,.500,0,5,5,7,2,0,2,1,17,-5
1,Jeremy Sochan,34:28,5,10,.500,1,2,.500,0,1,.000,2,6,8,8,1,1,3,2,11,-8
2,Tre Jones,31:50,6,11,.545,2,3,.667,2,2,1.000,0,2,2,4,3,0,1,2,16,-2
3,Zach Collins,25:57,6,10,.600,1,3,.333,3,6,.500,2,2,4,4,1,0,4,5,16,+3
4,Julian Champagnie,18:43,4,7,.571,1,4,.250,0,0,,1,1,2,3,1,1,0,0,9,-18
5,player,,,,,,,,,,,,,,,,,,,,
6,Keldon Johnson,29:16,9,15,.600,4,8,.500,3,4,.750,0,4,4,3,0,0,1,3,25,-3
7,Dominick Barlow,19:29,5,6,.833,1,1,1.000,1,1,1.000,2,2,4,2,0,1,1,0,12,-4
8,Blake Wesley,14:47,4,6,.667,0,1,.000,1,1,1.000,0,1,1,2,0,0,0,3,9,-5
9,Cedi Osman,12:43,2,4,.500,1,1,1.000,0,0,,0,3,3,1,0,0,0,1,5,+15
10,Doug McDermott,9:25,0,2,.000,0,1,.000,0,0,,0,0,0,2,1,0,1,0,0,+7
11,Malaki Branham,7:31,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
12,Mamadi Diakite,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Devonte' Graham,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Sandro Mamukelashvili,Did Not Play,,,,,,,,,,,,,,,,,,,
