,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Fred VanVleet,41:12,3,13,.231,1,8,.125,3,3,1.000,0,5,5,14,0,0,0,2,10,-3
1,Alperen Şengün,36:32,13,23,.565,2,3,.667,2,5,.400,7,6,13,5,1,1,3,4,30,+6
2,Jabari Smith Jr.,32:20,7,12,.583,1,5,.200,2,2,1.000,2,7,9,2,1,2,2,4,17,+1
3,Dillon Brooks,30:59,6,13,.462,2,5,.400,2,2,1.000,2,2,4,2,0,0,1,5,16,+3
4,Jalen Green,23:25,6,15,.400,2,9,.222,2,2,1.000,0,3,3,2,0,0,1,3,16,-13
5,player,,,,,,,,,,,,,,,,,,,,
6,Aaron Holiday,28:24,4,5,.800,3,4,.750,2,3,.667,0,4,4,1,4,0,0,3,13,+8
7,Jae'Sean Tate,20:57,4,7,.571,1,2,.500,0,0,,2,1,3,1,0,0,1,3,9,-7
8,Jeff Green,14:10,1,4,.250,1,3,.333,2,2,1.000,1,0,1,1,0,0,0,0,5,-11
9,Reggie Bullock,7:47,0,2,.000,0,2,.000,0,0,,1,4,5,0,0,0,0,0,0,-2
10,Jock Landale,4:14,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-7
11,Nate Hinton,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jermaine Samuels,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Cam Whitmore,Did Not Play,,,,,,,,,,,,,,,,,,,
