,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Scottie Barnes,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
1,RJ Barrett,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
2,Immanuel Quickley,4:39,1,3,.333,0,1,.000,0,0,,0,0,0,2,0,0,1,0,2,+3
3,Gary Trent Jr.,5:00,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2,0
4,Jakob Poeltl,4:48,2,2,1.000,0,0,,0,0,,0,3,3,0,0,0,0,1,4,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Dennis Schröder,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
7,Thaddeus Young, ,,,,,,,,,,,,,,,,,,,
8,Bruce Brown, ,,,,,,,,,,,,,,,,,,,
9,Gradey Dick, ,,,,,,,,,,,,,,,,,,,
10,Chris Boucher,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jordan Nwora,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Otto Porter Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,,,,,
