,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Scottie Barnes,37:51,12,23,.522,4,8,.500,4,4,1.000,3,11,14,7,0,1,4,4,32,-6
1,Pascal Siakam,35:59,7,20,.350,0,2,.000,5,6,.833,3,6,9,6,1,0,1,4,19,0
2,OG Anunoby,35:51,8,13,.615,2,3,.667,1,1,1.000,1,1,2,4,2,0,0,1,19,-4
3,Dennis Schröder,33:02,4,9,.444,1,3,.333,2,3,.667,1,2,3,7,3,0,4,2,11,-1
4,Jakob Poeltl,20:54,1,4,.250,0,0,,0,0,,2,2,4,3,0,2,0,2,2,+3
5,player,,,,,,,,,,,,,,,,,,,,
6,Gary Trent Jr.,27:42,6,12,.500,4,9,.444,0,0,,0,0,0,0,0,0,2,0,16,-10
7,Precious Achiuwa,21:21,3,7,.429,0,3,.000,2,2,1.000,1,1,2,1,0,2,0,1,8,-3
8,Malachi Flynn,14:02,1,3,.333,1,3,.333,0,0,,0,2,2,6,0,0,0,1,3,-3
9,Chris Boucher,13:18,3,3,1.000,1,1,1.000,2,3,.667,1,2,3,1,1,0,0,2,9,-11
10,Gradey Dick,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jontay Porter,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Otto Porter Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Thaddeus Young,Did Not Play,,,,,,,,,,,,,,,,,,,
