,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Cason Wallace,36:19,.650,.650,.200,.000,4.1,3.5,3.8,3.1,0.0,0.0,9.1,12.6,125,140,-3.7
1,Jalen Williams,35:19,.634,.667,.000,.417,4.2,7.2,5.8,27.8,1.3,0.0,29.7,23.8,108,135,-5.6
2,Chet Holmgren,31:59,.958,.889,.222,.889,14.1,19.7,17.2,19.0,1.4,2.9,13.8,18.9,178,130,13.2
3,Josh Giddey,30:34,.567,.533,.200,.133,0.0,20.7,11.2,16.8,0.0,0.0,27.4,29.8,91,135,-11.0
4,Luguentz Dort,30:12,.962,1.000,.500,.583,9.9,12.5,11.4,0.0,0.0,0.0,6.2,22.2,176,137,10.1
5,player,,,,,,,,,,,,,,,,
6,Isaiah Joe,26:13,.926,.917,.833,1.000,0.0,0.0,0.0,4.3,0.0,0.0,10.4,15.3,166,141,4.5
7,Aaron Wiggins,16:45,.583,.583,.500,.000,0.0,15.1,8.2,0.0,2.7,0.0,0.0,14.9,118,130,-2.1
8,Jaylin Williams,15:11,.510,.400,.600,.400,0.0,41.6,22.6,21.7,0.0,0.0,14.5,18.9,113,129,-1.1
9,Vasilije Micić,12:05,.500,.500,.400,.000,0.0,10.5,5.7,28.3,0.0,0.0,0.0,17.2,131,138,-2.5
10,Ousmane Dieng,5:21,.500,.500,1.000,.000,0.0,23.6,12.8,21.9,0.0,0.0,25.0,31.2,89,134,-7.0
11,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,
12,Tre Mann,Did Not Play,,,,,,,,,,,,,,,
13,Aleksej Pokusevski,Did Not Play,,,,,,,,,,,,,,,
14,Olivier Sarr,Did Not Play,,,,,,,,,,,,,,,
15,Lindy Waters III,Did Not Play,,,,,,,,,,,,,,,
