,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kyle Kuzma,35:52,.440,.389,.444,.167,3.1,9.1,6.2,23.0,0.0,2.0,23.7,29.2,84,122,-12.9
1,Tyus Jones,33:33,.793,.769,.462,.154,0.0,19.5,9.9,27.2,1.3,2.1,12.6,19.5,145,118,6.5
2,Jordan Poole,32:51,.718,.700,.550,.100,0.0,6.6,3.4,16.3,4.1,0.0,12.6,30.0,123,116,5.7
3,Daniel Gafford,31:48,.825,.857,.000,.286,21.1,24.0,22.6,13.3,2.8,6.8,27.6,14.1,137,110,3.3
4,Deni Avdija,23:13,.143,.143,.571,.000,0.0,23.5,11.9,15.2,5.7,3.1,22.2,16.0,47,107,-8.4
5,player,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,25:33,1.064,1.000,.000,2.000,8.7,17.1,13.0,13.7,0.0,5.6,51.5,6.3,136,117,-1.4
7,Corey Kispert,19:18,.845,.938,.625,.250,0.0,22.6,11.4,8.9,0.0,0.0,0.0,19.0,155,122,6.5
8,Danilo Gallinari,16:12,.625,.500,.600,1.000,6.9,13.5,10.2,8.0,0.0,0.0,12.2,20.9,124,123,-5.5
9,Delon Wright,13:27,.554,.400,.400,.600,0.0,32.4,16.4,10.0,3.3,0.0,13.7,22.5,107,114,-5.4
10,Landry Shamet,8:13,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,126,-24.5
11,Patrick Baldwin Jr.,Did Not Play,,,,,,,,,,,,,,,
12,Johnny Davis,Did Not Play,,,,,,,,,,,,,,,
13,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,
14,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,
15,Ryan Rollins,Did Not Play,,,,,,,,,,,,,,,
