,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Damian Lillard,5:00,0,3,.000,0,2,.000,0,0,,0,0,0,3,0,0,2,0,0,-7
1,Malik Beasley,5:00,1,4,.250,0,2,.000,0,0,,0,0,0,0,0,0,0,0,2,-7
2,Brook Lopez,5:00,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,1,3,-7
3,Giannis Antetokounmpo,5:00,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,2,1,2,-7
4,Khris Middleton, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,5:00,0,0,,0,0,,0,0,,0,2,2,0,2,0,0,0,0,-7
7,MarJon Beauchamp, ,,,,,,,,,,,,,,,,,,,
8,Andre Jackson Jr., ,,,,,,,,,,,,,,,,,,,
9,Cameron Payne, ,,,,,,,,,,,,,,,,,,,
10,Thanasis Antetokounmpo,Did Not Play,,,,,,,,,,,,,,,,,,,
11,A.J. Green,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,
