Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Domantas Sabonis,27,56,56,35.7,8.2,13.2,0.619,0.5,1.1,0.419,7.7,12.1,0.638,0.637,3.3,4.8,0.698,3.3,9.9,13.2,8.4,0.9,0.5,3.3,3.1,20.1
2,De'Aaron Fox,26,50,50,35.6,9.7,20.7,0.47,2.9,7.7,0.371,6.8,13.0,0.528,0.539,4.6,6.5,0.709,0.9,3.3,4.2,5.6,1.9,0.4,2.6,2.6,26.9
3,Keegan Murray,23,52,52,32.6,5.6,12.2,0.46,2.2,6.2,0.354,3.4,6.0,0.569,0.55,1.3,1.6,0.812,1.2,4.1,5.3,1.7,1.1,0.6,0.9,2.7,14.8
4,Harrison Barnes,31,56,56,29.7,4.3,8.7,0.487,1.9,4.8,0.4,2.3,3.9,0.594,0.597,1.8,2.3,0.811,0.8,2.1,2.9,1.1,0.7,0.2,0.7,1.3,12.3
5,Malik Monk,25,55,0,25.9,5.3,11.8,0.449,2.2,6.0,0.372,3.1,5.9,0.528,0.543,2.3,2.9,0.822,0.3,2.4,2.7,5.2,0.6,0.7,2.2,2.0,15.2
6,Kevin Huerter,25,54,49,25.1,4.2,9.1,0.458,2.1,5.6,0.377,2.1,3.5,0.587,0.574,0.6,0.8,0.791,0.6,3.0,3.6,2.6,0.7,0.4,0.8,2.1,11.1
7,Trey Lyles,28,41,0,19.7,2.5,5.5,0.455,1.6,4.0,0.399,0.9,1.5,0.607,0.6,0.8,1.2,0.667,1.0,3.5,4.5,1.1,0.3,0.3,0.6,1.4,7.4
8,Davion Mitchell,25,46,3,13.2,1.4,3.6,0.402,0.6,1.8,0.318,0.8,1.7,0.494,0.485,0.4,0.5,0.72,0.2,0.8,1.0,1.7,0.2,0.0,0.5,1.2,3.8
9,Chris Duarte,26,39,11,13.0,1.3,3.5,0.37,0.7,2.0,0.338,0.6,1.5,0.414,0.467,0.5,0.7,0.778,0.4,1.4,1.8,0.8,0.5,0.1,0.5,1.6,3.8
10,Sasha Vezenkov,28,35,0,12.6,2.1,4.7,0.448,1.1,2.9,0.38,1.0,1.9,0.554,0.564,0.3,0.4,0.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6
11,Keon Ellis,24,33,3,11.5,1.2,2.7,0.422,0.8,2.2,0.37,0.3,0.5,0.647,0.572,0.3,0.5,0.647,0.3,1.0,1.2,1.2,0.4,0.4,0.5,1.4,3.5
12,Alex Len,30,23,0,8.6,1.1,1.8,0.61,0.0,0.1,0.0,1.1,1.7,0.658,0.61,0.3,0.7,0.467,1.2,1.8,3.0,1.0,0.3,0.5,0.6,1.2,2.5
13,JaVale McGee,36,39,0,7.9,1.9,3.0,0.629,0.0,0.1,0.0,1.9,2.9,0.652,0.629,0.6,1.1,0.581,0.9,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.4
14,Colby Jones,21,17,0,7.1,1.0,2.7,0.37,0.1,0.8,0.077,0.9,1.9,0.485,0.38,0.1,0.3,0.4,0.6,0.9,1.5,0.6,0.2,0.1,0.3,0.9,2.2
15,Juan Toscano-Anderson,30,11,0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
16,Kessler Edwards,23,38,0,4.7,0.6,1.3,0.412,0.3,0.9,0.364,0.2,0.5,0.5,0.529,0.1,0.1,0.75,0.1,0.6,0.7,0.2,0.1,0.1,0.0,0.4,1.5
17,Jalen Slawson,24,5,0,3.8,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
18,Jordan Ford,25,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0
19,Filip Petrušev,23,2,0,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
