,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scottie Barnes,39:09,.378,.267,.267,.533,15.7,23.9,19.5,19.5,4.7,5.7,0.0,18.6,120,102,5.6
1,Pascal Siakam,37:11,.579,.600,.200,.160,11.0,25.2,17.6,21.8,0.0,0.0,10.1,31.5,118,116,2.2
2,OG Anunoby,35:43,.662,.618,.471,.353,2.9,13.1,7.6,7.3,0.0,0.0,9.2,23.9,130,118,0.1
3,Dennis Schröder,29:43,.610,.577,.308,.308,0.0,7.9,3.7,21.4,3.1,3.8,11.9,22.2,122,109,3.0
4,Jakob Poeltl,20:43,.368,.400,.000,.200,14.8,17.0,15.8,15.7,4.5,0.0,15.5,12.2,105,106,-2.4
5,player,,,,,,,,,,,,,,,,
6,Gary Trent Jr.,26:07,.727,.727,.727,.000,0.0,9.0,4.2,4.8,1.8,0.0,0.0,16.6,152,115,6.7
7,Otto Porter Jr.,15:05,.000,.000,.667,.000,0.0,23.3,10.8,0.0,3.1,0.0,0.0,7.8,0,110,-10.9
8,Chris Boucher,14:53,1.025,1.125,.250,.500,6.9,7.9,7.3,0.0,0.0,7.5,17.0,15.6,154,112,2.2
9,Malachi Flynn,14:47,.680,.600,.800,.400,0.0,31.7,14.8,30.6,0.0,0.0,0.0,15.7,167,115,8.5
10,Gradey Dick,6:37,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.9,0,119,-29.3
11,Jalen McDaniels,Did Not Play,,,,,,,,,,,,,,,
12,Garrett Temple,Did Not Play,,,,,,,,,,,,,,,
13,Thaddeus Young,Did Not Play,,,,,,,,,,,,,,,
