,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Edwards,38:18,8,27,.296,4,7,.571,6,6,1.000,5,9,14,1,0,0,2,1,26,0
1,Karl-Anthony Towns,35:58,8,25,.320,2,10,.200,1,1,1.000,2,8,10,3,0,4,4,2,19,-1
2,Rudy Gobert,32:00,6,12,.500,0,0,,3,5,.600,5,8,13,1,2,4,2,3,15,-11
3,Mike Conley,30:30,4,9,.444,1,4,.250,2,2,1.000,1,3,4,3,1,1,1,1,11,-6
4,Nickeil Alexander-Walker,22:38,1,5,.200,0,3,.000,0,0,,0,4,4,2,1,0,1,3,2,-17
5,player,,,,,,,,,,,,,,,,,,,,
6,Kyle Anderson,30:19,3,9,.333,0,1,.000,1,2,.500,2,7,9,5,2,0,1,0,7,+15
7,Naz Reid,23:46,3,8,.375,0,2,.000,4,4,1.000,1,3,4,1,0,0,1,0,10,+1
8,Shake Milton,21:16,1,5,.200,1,4,.250,1,2,.500,0,3,3,4,2,0,2,4,4,+3
9,Troy Brown Jr.,5:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+1
10,Luka Garza,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Jordan McLaughlin,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Leonard Miller,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Josh Minott,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Wendell Moore Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,,,,,
