,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,39:13,9,23,.391,5,11,.455,6,6,1.000,2,3,5,8,1,0,3,3,29,+11
1,Joel Embiid,37:01,15,28,.536,2,6,.333,8,9,.889,1,13,14,6,0,2,4,5,40,-5
2,Tobias Harris,31:42,1,3,.333,1,1,1.000,0,0,,0,5,5,2,0,3,2,1,3,+6
3,De'Anthony Melton,28:56,3,5,.600,0,1,.000,0,0,,2,2,4,2,3,1,0,0,6,+8
4,Nicolas Batum,26:49,1,4,.250,1,4,.250,0,0,,1,3,4,3,0,0,2,0,3,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Kelly Oubre Jr.,24:10,2,10,.200,1,5,.200,1,2,.500,0,3,3,0,1,0,0,3,6,-10
7,Patrick Beverley,19:18,2,6,.333,0,2,.000,0,0,,0,3,3,1,0,0,1,1,4,-15
8,Robert Covington,14:30,1,3,.333,0,0,,0,0,,1,1,2,0,2,1,0,2,2,-15
9,Paul Reed,11:51,3,5,.600,0,1,.000,2,2,1.000,2,2,4,1,1,1,0,2,8,-4
10,Danuel House Jr.,6:30,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,-3
11,Mo Bamba,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Furkan Korkmaz,Did Not Play,,,,,,,,,,,,,,,,,,,
13,KJ Martin,Did Not Play,,,,,,,,,,,,,,,,,,,
