,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Damian Lillard,42:33,7,16,.438,1,6,.167,3,4,.750,1,4,5,13,2,1,7,1,18,+9
1,Malik Beasley,41:02,7,19,.368,5,15,.333,0,0,,0,3,3,3,2,0,1,2,19,+1
2,Brook Lopez,38:54,7,12,.583,6,10,.600,0,0,,0,4,4,0,0,0,1,5,20,+2
3,Giannis Antetokounmpo,38:52,11,17,.647,0,1,.000,4,4,1.000,6,8,14,5,2,5,5,5,26,-8
4,Khris Middleton,26:40,3,10,.300,1,4,.250,2,5,.400,0,3,3,3,2,0,3,3,9,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,31:13,2,8,.250,0,2,.000,0,0,,1,8,9,2,2,0,0,3,4,-14
7,MarJon Beauchamp,22:18,3,7,.429,1,4,.250,0,0,,0,3,3,0,0,0,2,1,7,+11
8,Andre Jackson Jr.,11:58,2,3,.667,0,1,.000,0,0,,1,0,1,1,2,0,1,1,4,-8
9,Cameron Payne,11:30,2,6,.333,2,5,.400,0,0,,0,1,1,1,0,0,0,0,6,-20
10,Thanasis Antetokounmpo,Did Not Play,,,,,,,,,,,,,,,,,,,
11,A.J. Green,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,
