,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Luka Dončić,43:53,9,21,.429,5,10,.500,12,13,.923,0,8,8,6,2,2,3,3,35,+3
1,Dereck Lively II,35:23,8,9,.889,0,0,,0,0,,5,11,16,2,0,1,4,3,16,+5
2,Dante Exum,35:00,6,11,.545,1,4,.250,3,4,.750,1,3,4,6,2,1,3,3,16,+2
3,Seth Curry,20:28,2,5,.400,1,3,.333,1,1,1.000,1,2,3,2,1,0,0,1,6,+8
4,Derrick Jones Jr.,6:26,2,4,.500,0,2,.000,1,1,1.000,0,2,2,0,0,3,0,0,5,+6
5,player,,,,,,,,,,,,,,,,,,,,
6,Jaden Hardy,33:58,7,15,.467,5,7,.714,0,0,,0,0,0,4,1,0,2,1,19,+6
7,Markieff Morris,20:33,2,5,.400,2,4,.500,0,0,,1,2,3,2,2,1,2,1,6,+5
8,Olivier-Maxence Prosper,18:27,4,7,.571,3,6,.500,0,0,,0,4,4,2,0,1,1,2,11,-5
9,A.J. Lawson,13:38,2,7,.286,0,4,.000,0,0,,1,0,1,1,0,0,1,0,4,+1
10,Dwight Powell,12:12,1,2,.500,0,0,,0,0,,1,1,2,2,0,0,1,3,2,+4
11,Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,,,,,
