,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Saddiq Bey,39:55,.627,.591,.364,.364,2.5,10.0,5.7,6.5,1.2,2.0,0.0,13.5,140,133,-0.8
1,Dejounte Murray,38:13,.459,.432,.364,.091,10.5,7.0,9.0,11.1,1.3,0.0,8.0,27.4,104,135,-6.4
2,Clint Capela,27:49,.589,.545,.000,.182,14.4,19.2,16.4,10.3,1.8,0.0,0.0,18.0,143,130,-1.7
3,Trae Young,26:20,.630,.500,.417,.583,0.0,5.1,2.2,47.0,1.9,0.0,24.9,32.1,116,134,-0.2
4,Garrison Mathews,16:40,.300,.300,1.000,.000,0.0,0.0,0.0,7.0,2.9,0.0,0.0,12.6,80,133,-8.6
5,player,,,,,,,,,,,,,,,,
6,Bogdan Bogdanović,35:34,.804,.792,.708,.083,2.8,7.5,4.8,16.1,2.7,0.0,3.9,30.7,155,131,17.7
7,Onyeka Okongwu,28:22,.643,.600,.000,.200,7.1,18.8,12.1,13.0,0.0,2.9,0.0,8.1,162,132,-1.1
8,Wesley Matthews,18:04,.200,.200,.800,.000,5.5,29.5,15.8,6.4,5.4,0.0,28.6,16.3,49,119,-10.9
9,AJ Griffin,9:02,.000,.000,1.000,.000,0.0,29.5,12.7,12.1,0.0,0.0,0.0,4.7,63,131,-8.9
10,Bruno Fernando,Did Not Play,,,,,,,,,,,,,,,
11,Trent Forrest,Did Not Play,,,,,,,,,,,,,,,
12,Seth Lundy,Did Not Play,,,,,,,,,,,,,,,
13,Patty Mills,Did Not Play,,,,,,,,,,,,,,,
