,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Domantas Sabonis,38:34,11,16,.688,0,0,,2,3,.667,4,11,15,11,0,0,6,6,24,+12
1,De'Aaron Fox,37:29,10,20,.500,1,3,.333,3,3,1.000,1,1,2,4,2,1,2,4,24,-1
2,Keegan Murray,34:31,6,11,.545,4,4,1.000,2,4,.500,3,9,12,1,1,0,3,1,18,-3
3,Harrison Barnes,33:54,5,12,.417,5,8,.625,1,2,.500,3,1,4,2,0,0,1,3,16,+2
4,Chris Duarte,16:24,4,6,.667,2,3,.667,0,0,,0,0,0,1,0,0,1,2,10,+2
5,player,,,,,,,,,,,,,,,,,,,,
6,Malik Monk,31:54,6,16,.375,3,9,.333,0,1,.000,0,1,1,9,1,0,1,4,15,+10
7,Trey Lyles,15:14,4,6,.667,4,5,.800,0,0,,0,3,3,1,0,0,0,2,12,+1
8,Kevin Huerter,14:01,1,2,.500,1,2,.500,0,0,,0,2,2,3,0,0,0,1,3,+3
9,Davion Mitchell,10:31,3,8,.375,1,4,.250,0,0,,0,1,1,2,0,0,0,0,7,+6
10,JaVale McGee,7:28,2,3,.667,0,0,,2,2,1.000,0,2,2,1,0,0,0,0,6,-7
11,Kessler Edwards,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Keon Ellis,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Alex Len,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Juan Toscano-Anderson,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Sasha Vezenkov,Did Not Play,,,,,,,,,,,,,,,,,,,
