,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Santi Aldama,35:45,9,20,.450,3,10,.300,0,0,,1,4,5,0,0,0,0,2,21,-18
1,Desmond Bane,34:00,3,12,.250,0,5,.000,0,0,,0,5,5,10,1,0,3,3,6,-10
2,Bismack Biyombo,29:18,3,5,.600,0,0,,0,0,,1,3,4,1,0,1,1,3,6,-9
3,Jaren Jackson Jr.,28:50,5,13,.385,1,4,.250,2,4,.500,4,3,7,2,1,0,3,5,13,-12
4,Jacob Gilyard,23:33,2,5,.400,1,4,.250,1,1,1.000,0,0,0,5,0,0,2,2,6,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,David Roddy,27:22,5,9,.556,2,4,.500,2,3,.667,0,4,4,0,2,1,2,0,14,-15
7,Derrick Rose,21:34,8,9,.889,1,1,1.000,0,0,,0,2,2,1,1,0,1,0,17,-10
8,John Konchar,17:44,0,2,.000,0,1,.000,1,2,.500,0,3,3,1,0,0,0,1,1,-3
9,Vince Williams Jr.,13:43,1,2,.500,1,2,.500,0,0,,0,5,5,1,0,0,0,4,3,-6
10,Kenneth Lofton Jr.,1:38,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-4
11,Shaquille Harrison,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
12,GG Jackson II,1:38,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,1,0,0,-4
13,Jaylen Nowell,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
14,Ziaire Williams,1:38,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,1,0,-4
