,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Terry Rozier,34:42,8,20,.400,0,7,.000,4,4,1.000,1,2,3,1,1,0,2,0,20,-11
1,Gordon Hayward,33:52,6,15,.400,2,4,.500,5,6,.833,1,8,9,4,3,0,3,2,19,-10
2,LaMelo Ball,33:04,4,17,.235,2,7,.286,10,12,.833,3,6,9,9,2,1,4,1,20,-7
3,P.J. Washington,28:59,6,13,.462,1,5,.200,0,1,.000,0,3,3,3,2,1,2,6,13,-12
4,Mark Williams,20:42,1,4,.250,0,0,,0,0,,2,1,3,1,0,1,1,5,2,-17
5,player,,,,,,,,,,,,,,,,,,,,
6,Brandon Miller,33:25,6,13,.462,2,4,.500,3,4,.750,2,4,6,2,1,1,3,4,17,-2
7,JT Thor,24:49,1,3,.333,0,1,.000,0,0,,1,3,4,0,1,1,0,1,2,0
8,Nick Richards,16:19,0,1,.000,0,0,,0,2,.000,1,1,2,0,1,2,2,4,0,+1
9,Théo Maledon,14:08,1,2,.500,0,0,,4,5,.800,0,2,2,0,2,0,1,0,6,-2
10,Amari Bailey,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Leaky Black,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Miles Bridges,Not With Team,,,,,,,,,,,,,,,,,,,
13,Bryce McGowens,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Frank Ntilikina,Did Not Dress,,,,,,,,,,,,,,,,,,,
15,Nick Smith Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
