,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Luka Dončić,39:38,.474,.433,.267,.367,12.4,36.6,23.7,55.3,2.4,0.0,7.9,40.5,112,114,11.4
1,Josh Green,37:45,.636,.636,.636,.000,2.6,17.7,9.7,3.5,0.0,0.0,21.4,15.7,98,122,-4.4
2,Kyrie Irving,35:50,.551,.525,.350,.100,0.0,18.7,8.7,13.0,2.7,0.0,4.6,25.9,111,116,3.5
3,Derrick Jones Jr.,25:18,.357,.357,.429,.000,0.0,8.8,4.1,14.5,0.0,0.0,12.5,13.4,81,123,-5.9
4,Dereck Lively II,24:33,1.000,1.000,.000,.000,16.0,18.2,17.0,5.3,0.0,9.3,25.0,6.9,165,115,1.9
5,player,,,,,,,,,,,,,,,,
6,Tim Hardaway Jr.,31:57,.769,.769,.538,.000,0.0,7.0,3.3,4.8,0.0,0.0,0.0,17.3,149,123,5.8
7,Maxi Kleber,25:31,.470,.429,.429,.143,0.0,8.7,4.1,0.0,0.0,9.0,11.8,14.0,83,117,-6.1
8,Grant Williams,17:46,.200,.200,.800,.000,0.0,18.8,8.8,13.4,0.0,0.0,0.0,11.9,65,122,-8.2
9,Jaden Hardy,1:42,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,125,-29.3
10,Richaun Holmes,Did Not Play,,,,,,,,,,,,,,,
11,A.J. Lawson,Did Not Play,,,,,,,,,,,,,,,
12,Markieff Morris,Did Not Play,,,,,,,,,,,,,,,
13,Dwight Powell,Did Not Play,,,,,,,,,,,,,,,
14,Olivier-Maxence Prosper,Did Not Play,,,,,,,,,,,,,,,
15,Brandon Williams,Did Not Play,,,,,,,,,,,,,,,
