,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Kyle Kuzma,37:20,10,18,.556,2,6,.333,5,6,.833,1,5,6,1,1,2,6,6,27,-7
1,Jordan Poole,30:20,3,12,.250,0,5,.000,8,9,.889,0,4,4,4,1,0,2,5,14,-4
2,Daniel Gafford,27:20,7,10,.700,0,0,,4,7,.571,4,7,11,3,0,3,1,5,18,-1
3,Tyus Jones,25:50,5,10,.500,3,5,.600,0,0,,0,3,3,6,2,0,0,2,13,-4
4,Deni Avdija,20:27,2,7,.286,0,2,.000,2,2,1.000,0,3,3,5,0,0,0,1,6,-5
5,player,,,,,,,,,,,,,,,,,,,,
6,Bilal Coulibaly,31:37,6,7,.857,0,0,,0,0,,1,4,5,0,3,0,2,1,12,+1
7,Corey Kispert,22:39,4,11,.364,4,6,.667,3,4,.750,0,1,1,3,0,0,0,2,15,-2
8,Danilo Gallinari,20:40,3,4,.750,1,1,1.000,0,0,,1,5,6,1,1,0,1,2,7,-4
9,Landry Shamet,17:35,5,8,.625,3,3,1.000,0,3,.000,0,0,0,2,0,0,2,4,13,+3
10,Johnny Davis,6:10,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-2
11,Patrick Baldwin Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Jared Butler,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Eugene Omoruyi,Did Not Play,,,,,,,,,,,,,,,,,,,
