,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Stephen Curry,34:49,11,20,.550,7,14,.500,6,6,1.000,0,3,3,6,1,0,6,2,35,+4
1,Klay Thompson,28:49,3,11,.273,3,8,.375,6,7,.857,1,2,3,6,1,0,2,3,15,+7
2,Andrew Wiggins,24:40,4,10,.400,2,4,.500,0,0,,0,4,4,0,0,0,3,3,10,-1
3,Kevon Looney,23:38,2,3,.667,0,0,,2,3,.667,1,7,8,4,2,0,2,3,6,-3
4,Moses Moody,16:54,4,4,1.000,1,1,1.000,0,2,.000,2,2,4,1,0,0,2,0,9,-6
5,player,,,,,,,,,,,,,,,,,,,,
6,Chris Paul,28:58,2,6,.333,1,3,.333,0,0,,0,5,5,10,0,0,1,2,5,+16
7,Dario Šarić,26:17,7,11,.636,4,7,.571,2,2,1.000,2,5,7,4,2,0,3,3,20,+13
8,Jonathan Kuminga,20:14,5,7,.714,1,2,.500,1,2,.500,0,1,1,2,0,0,1,0,12,-1
9,Gary Payton II,18:30,2,3,.667,0,1,.000,0,0,,0,3,3,0,1,1,2,4,4,0
10,Brandin Podziemski,11:46,0,5,.000,0,2,.000,0,0,,1,2,3,2,0,0,1,0,0,0
11,Trayce Jackson-Davis,5:23,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,1,1,1,2,+1
12,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,
13,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Gui Santos,Did Not Play,,,,,,,,,,,,,,,,,,,
