,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,James Harden,43:30,.484,.385,.692,.615,0.0,9.6,5.1,37.2,0.0,7.0,23.2,20.6,103,101,1.7
1,Paul George,35:44,.486,.429,.381,.286,3.3,17.5,10.8,12.5,1.3,0.0,14.5,32.3,94,104,-6.8
2,Ivica Zubac,33:25,.889,.875,.000,.125,21.0,43.7,33.0,4.4,0.0,3.1,19.2,13.0,151,102,5.7
3,Amir Coffey,30:52,1.083,1.083,.667,.000,3.8,3.4,3.6,8.8,1.5,0.0,0.0,8.1,211,105,10.7
4,Terance Mann,22:38,.435,.300,.600,.600,5.2,9.2,7.3,11.6,2.1,0.0,0.0,23.3,110,103,-2.2
5,player,,,,,,,,,,,,,,,,
6,Norman Powell,24:57,.505,.458,.333,.167,0.0,25.1,13.3,5.8,0.0,0.0,7.2,23.2,101,106,-4.8
7,Russell Westbrook,20:16,.778,.778,.444,.000,5.8,25.7,16.3,49.4,0.0,0.0,30.8,26.8,117,106,9.5
8,Kobe Brown,15:28,.700,.700,.600,.000,0.0,27.0,14.3,0.0,0.0,0.0,0.0,13.5,137,106,1.3
9,Daniel Theis,13:10,.644,.667,.333,.667,8.9,7.9,8.4,0.0,0.0,15.5,20.5,15.5,106,94,-2.1
10,Brandon Boston Jr.,Did Not Play,,,,,,,,,,,,,,,
11,Moussa Diabaté,Did Not Play,,,,,,,,,,,,,,,
12,Bones Hyland,Did Not Play,,,,,,,,,,,,,,,
13,Jordan Miller,Did Not Play,,,,,,,,,,,,,,,
14,Joshua Primo,Did Not Play,,,,,,,,,,,,,,,
15,P.J. Tucker,Did Not Play,,,,,,,,,,,,,,,
