,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Nikola Jokić,35:38,8,14,.571,0,2,.000,2,2,1.000,2,8,10,9,1,1,3,6,18,+12
1,Jamal Murray,33:16,8,19,.421,2,6,.333,2,2,1.000,2,10,12,5,3,0,1,1,20,+7
2,Aaron Gordon,31:50,5,11,.455,0,0,,4,5,.800,2,0,2,1,1,1,2,1,14,+12
3,Kentavious Caldwell-Pope,31:40,1,3,.333,1,2,.500,0,0,,0,3,3,2,2,4,0,1,3,+11
4,Michael Porter Jr.,30:32,8,14,.571,5,8,.625,1,2,.500,1,4,5,1,1,2,1,2,22,+15
5,player,,,,,,,,,,,,,,,,,,,,
6,Christian Braun,17:43,3,7,.429,2,3,.667,3,3,1.000,2,5,7,1,0,2,1,1,11,-8
7,Peyton Watson,16:46,1,2,.500,0,1,.000,0,0,,0,3,3,0,1,1,1,2,2,-3
8,Julian Strawther,16:05,4,10,.400,2,5,.400,0,0,,1,0,1,1,1,0,1,0,10,-4
9,Reggie Jackson,14:49,1,9,.111,0,3,.000,0,0,,0,3,3,4,1,0,2,3,2,0
10,Zeke Nnaji,11:41,0,1,.000,0,0,,0,0,,2,0,2,1,0,2,2,4,0,-7
11,Collin Gillespie,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Justin Holiday,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Jay Huff,Did Not Play,,,,,,,,,,,,,,,,,,,
14,DeAndre Jordan,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Hunter Tyson,Did Not Play,,,,,,,,,,,,,,,,,,,
