,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Terry Rozier,34:42,.460,.400,.350,.200,2.7,6.6,4.4,6.3,1.3,0.0,8.4,27.2,90,111,-5.8
1,Gordon Hayward,33:52,.539,.467,.267,.400,2.7,27.0,13.6,23.1,4.0,0.0,14.5,24.2,101,99,2.6
2,LaMelo Ball,33:04,.449,.294,.412,.706,8.4,20.7,13.9,48.0,2.7,2.5,15.2,31.5,97,102,4.5
3,P.J. Washington,28:59,.484,.500,.385,.077,0.0,11.8,5.3,21.5,3.1,2.9,13.0,21.1,88,103,-2.9
4,Mark Williams,20:42,.250,.250,.000,.000,8.9,5.5,7.4,7.6,0.0,4.0,20.0,9.6,68,111,-14.0
5,player,,,,,,,,,,,,,,,,
6,Brandon Miller,33:25,.576,.538,.308,.308,5.5,13.7,9.2,11.8,1.3,2.5,16.9,21.1,101,107,-1.8
7,JT Thor,24:49,.333,.333,.333,.000,3.7,13.8,8.2,0.0,1.8,3.3,0.0,4.8,85,106,-5.0
8,Nick Richards,16:19,.000,.000,.000,2.000,5.7,7.0,6.3,0.0,2.8,10.1,51.5,9.4,15,101,-15.5
9,Théo Maledon,14:08,.714,.500,.000,2.500,0.0,16.2,7.2,0.0,6.4,0.0,19.2,14.6,120,97,3.2
10,Amari Bailey,Did Not Play,,,,,,,,,,,,,,,
11,Leaky Black,Did Not Play,,,,,,,,,,,,,,,
12,Miles Bridges,Not With Team,,,,,,,,,,,,,,,
13,Bryce McGowens,Did Not Play,,,,,,,,,,,,,,,
14,Frank Ntilikina,Did Not Dress,,,,,,,,,,,,,,,
15,Nick Smith Jr.,Did Not Play,,,,,,,,,,,,,,,
