Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Trae Young,25,51,51,36.5,8.2,19.3,0.426,3.3,8.9,0.371,4.9,10.3,0.473,0.512,6.6,7.8,0.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4
2,Dejounte Murray,27,54,54,35.1,8.3,17.7,0.467,2.2,6.2,0.36,6.0,11.5,0.524,0.53,2.8,3.4,0.825,0.7,4.5,5.3,5.5,1.3,0.3,2.3,1.8,21.6
3,Jalen Johnson,22,43,40,34.2,6.3,12.1,0.521,1.2,3.4,0.345,5.2,8.8,0.589,0.569,1.9,2.6,0.726,1.4,7.3,8.7,3.4,1.2,0.9,1.7,2.6,15.7
4,Saddiq Bey,24,56,44,32.6,4.6,10.9,0.422,1.8,5.6,0.323,2.8,5.3,0.529,0.506,2.6,3.1,0.831,2.6,3.9,6.5,1.4,0.9,0.1,0.8,1.5,13.6
5,Bogdan Bogdanović,31,55,9,29.1,6.0,14.0,0.429,3.1,8.3,0.373,2.9,5.6,0.513,0.54,1.7,1.9,0.914,0.6,2.7,3.3,2.8,1.3,0.3,1.2,2.4,16.9
6,De'Andre Hunter,26,33,24,28.3,5.1,10.7,0.474,2.0,4.7,0.419,3.1,6.0,0.518,0.567,3.1,3.5,0.904,0.6,3.3,4.0,1.4,0.8,0.3,1.4,2.8,15.2
7,Onyeka Okongwu,23,53,8,25.8,4.0,6.6,0.61,0.4,1.2,0.338,3.6,5.4,0.671,0.641,1.7,2.2,0.8,2.7,4.3,7.0,1.3,0.4,1.1,0.8,3.0,10.2
8,Clint Capela,29,49,49,25.4,4.7,8.3,0.565,0.0,0.0,,4.7,8.3,0.565,0.565,1.8,2.8,0.652,4.7,5.7,10.4,1.0,0.6,1.5,0.9,2.4,11.2
9,Garrison Mathews,27,41,4,12.7,1.1,2.6,0.448,1.0,2.4,0.433,0.1,0.2,0.625,0.648,0.2,0.4,0.667,0.2,1.0,1.2,0.4,0.2,0.1,0.4,1.6,3.6
10,Wesley Matthews,37,21,1,11.0,0.6,2.2,0.283,0.4,1.7,0.25,0.2,0.5,0.4,0.38,0.7,0.9,0.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3
11,Patty Mills,35,19,0,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7
12,Trent Forrest,25,20,0,10.5,0.8,2.4,0.319,0.1,0.4,0.286,0.7,2.0,0.325,0.34,0.4,0.5,0.8,0.3,1.1,1.3,2.1,0.4,0.1,0.6,0.9,2.0
13,Bruno Fernando,25,20,1,9.6,1.7,3.2,0.531,0.0,0.2,0.0,1.7,3.1,0.557,0.531,1.2,1.9,0.605,1.0,2.1,3.1,0.6,0.3,0.5,0.5,1.4,4.6
14,AJ Griffin,20,18,0,7.3,0.7,2.5,0.289,0.5,1.8,0.273,0.2,0.7,0.333,0.389,0.1,0.1,1.0,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1
15,Seth Lundy,23,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6
16,Kobe Bufkin,20,6,0,5.8,0.7,2.3,0.286,0.3,1.5,0.222,0.3,0.8,0.4,0.357,0.2,0.3,0.5,0.3,0.8,1.2,0.7,0.2,0.2,0.3,0.3,1.8
17,Mouhamed Gueye,21,2,0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
18,Vit Krejci,23,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
