Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Shai Gilgeous-Alexander,25,56,56,34.5,11.0,20.0,0.548,1.3,3.3,0.38,9.7,16.7,0.582,0.58,7.9,9.0,0.883,0.9,4.7,5.5,6.6,2.1,0.9,2.2,2.5,31.2
2,Jalen Williams,22,51,51,32.0,7.5,13.8,0.541,1.5,3.4,0.45,6.0,10.5,0.57,0.596,2.6,3.3,0.801,0.5,3.5,4.0,4.6,1.0,0.5,1.7,2.7,19.1
3,Chet Holmgren,21,57,57,30.1,6.5,11.9,0.544,1.8,4.4,0.403,4.7,7.5,0.625,0.617,2.4,3.1,0.771,1.6,6.1,7.7,2.7,0.7,2.6,1.7,2.6,17.1
4,Luguentz Dort,24,55,55,28.5,3.7,8.2,0.447,2.0,4.9,0.404,1.7,3.4,0.508,0.566,1.5,1.9,0.817,1.1,2.7,3.8,1.3,0.9,0.7,0.9,3.0,10.9
5,Josh Giddey,21,56,56,24.8,4.6,10.2,0.447,0.9,2.9,0.327,3.6,7.3,0.494,0.493,1.2,1.5,0.829,1.4,4.8,6.2,4.4,0.7,0.6,2.0,1.3,11.3
6,Cason Wallace,20,57,9,20.7,2.6,5.2,0.508,1.2,2.9,0.421,1.4,2.3,0.617,0.625,0.4,0.5,0.846,0.6,1.6,2.2,1.4,0.7,0.4,0.5,1.6,6.9
7,Isaiah Joe,24,53,0,18.6,2.9,6.2,0.47,1.9,4.6,0.426,1.0,1.7,0.591,0.626,0.6,0.7,0.846,0.4,2.0,2.3,1.2,0.6,0.3,0.6,1.2,8.4
8,Kenrich Williams,29,46,1,14.7,1.8,3.9,0.466,0.8,2.1,0.411,1.0,1.8,0.53,0.576,0.1,0.2,0.3,0.7,2.0,2.8,1.2,0.5,0.1,0.4,1.4,4.5
9,Aaron Wiggins,25,54,0,14.4,2.4,4.1,0.58,0.8,1.6,0.518,1.6,2.6,0.619,0.679,0.6,0.7,0.775,0.7,1.6,2.3,0.9,0.5,0.1,0.6,1.2,6.2
10,Gordon Hayward,33,3,0,13.3,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.7,0.7,1.0,1.0,3.7,4.7,1.0,0.0,0.0,0.3,0.0,2.7
11,Jaylin Williams,21,48,0,12.4,1.3,3.3,0.389,0.8,2.1,0.356,0.5,1.2,0.446,0.503,0.5,0.6,0.815,0.5,2.7,3.3,1.4,0.4,0.4,0.4,1.4,3.8
12,Vasilije Micić,30,30,0,12.0,1.2,3.0,0.407,0.4,1.5,0.244,0.9,1.5,0.565,0.467,0.5,0.6,0.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3
13,Ousmane Dieng,20,29,0,11.2,1.5,3.5,0.426,0.7,2.2,0.313,0.8,1.3,0.622,0.525,0.5,0.6,0.875,0.3,1.3,1.7,1.1,0.2,0.1,0.6,0.7,4.1
14,Tre Mann,22,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8
15,Keyontae Johnson,23,8,0,8.0,0.5,1.8,0.286,0.1,0.4,0.333,0.4,1.4,0.273,0.321,0.0,0.0,,0.4,0.8,1.1,0.5,0.0,0.0,0.5,0.6,1.1
16,Bismack Biyombo,31,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
17,Lindy Waters III,26,24,0,7.1,1.0,2.2,0.442,0.9,2.0,0.438,0.1,0.2,0.5,0.644,0.0,0.0,,0.0,0.9,1.0,0.5,0.0,0.2,0.2,0.7,2.8
18,Olivier Sarr,24,13,0,6.9,0.8,1.4,0.556,0.2,0.5,0.333,0.6,0.9,0.667,0.611,0.7,1.0,0.692,0.8,1.9,2.7,0.2,0.0,0.5,0.2,1.3,2.4
19,Dāvis Bertāns,31,15,0,6.1,0.7,1.7,0.385,0.7,1.6,0.417,0.0,0.1,0.0,0.577,0.9,1.0,0.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9
20,Aleksej Pokusevski,22,10,0,6.0,0.4,1.6,0.25,0.2,1.1,0.182,0.2,0.5,0.4,0.313,0.2,0.4,0.5,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2
21,Adam Flagler,24,1,0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
