Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Fred VanVleet,29,50,50,36.6,5.5,13.4,0.409,2.9,7.8,0.376,2.6,5.6,0.456,0.519,2.6,3.0,0.853,0.4,3.3,3.7,8.0,1.1,0.9,1.7,2.2,16.5
2,Alperen Şengün,21,56,56,32.4,8.3,15.4,0.539,0.6,1.9,0.298,7.7,13.5,0.572,0.557,3.9,5.5,0.709,2.8,6.4,9.2,4.9,1.1,0.7,2.6,3.3,21.0
3,Jabari Smith Jr.,20,52,52,31.9,4.9,10.8,0.455,1.7,4.7,0.365,3.2,6.1,0.524,0.534,1.9,2.3,0.815,2.0,6.6,8.6,1.5,0.7,0.7,1.3,2.7,13.4
4,Dillon Brooks,28,48,48,31.3,4.9,11.1,0.443,2.0,5.0,0.402,2.9,6.0,0.476,0.534,2.0,2.4,0.841,0.8,2.7,3.5,1.6,0.9,0.1,1.4,3.6,13.8
5,Jalen Green,21,57,57,30.3,6.1,15.0,0.407,2.0,6.5,0.307,4.1,8.5,0.483,0.474,3.5,4.3,0.801,0.4,4.4,4.8,3.4,0.7,0.4,2.2,1.2,17.7
6,Tari Eason,22,22,0,21.8,4.0,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1.0,1.5,0.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8
7,Amen Thompson,21,38,6,19.8,3.3,6.4,0.51,0.2,1.2,0.156,3.1,5.2,0.591,0.525,1.4,2.2,0.631,1.8,3.9,5.6,2.4,1.2,0.6,1.5,2.3,8.1
8,Aaron Holiday,27,54,1,17.4,2.5,5.5,0.458,1.2,3.0,0.41,1.3,2.6,0.514,0.569,0.7,0.8,0.889,0.3,1.5,1.8,1.9,0.6,0.1,0.8,1.6,7.0
9,Cam Whitmore,19,31,1,17.4,4.4,9.2,0.476,1.7,4.5,0.384,2.7,4.8,0.561,0.568,1.6,2.4,0.662,0.6,3.0,3.6,0.5,0.6,0.3,0.9,1.4,12.1
10,Jae'Sean Tate,28,52,9,17.3,1.8,3.8,0.47,0.4,1.3,0.304,1.4,2.5,0.558,0.523,0.4,0.6,0.688,1.0,2.3,3.3,1.1,0.7,0.2,0.5,2.3,4.4
11,Jeff Green,37,55,5,16.7,2.0,4.2,0.474,0.5,1.5,0.301,1.5,2.7,0.57,0.528,1.8,2.1,0.829,0.6,1.6,2.2,0.9,0.2,0.4,0.7,1.4,6.2
12,Reggie Bullock,32,23,0,9.4,0.9,2.2,0.42,0.7,1.7,0.41,0.2,0.5,0.455,0.58,0.0,0.0,1.0,0.1,1.3,1.4,0.4,0.2,0.1,0.2,0.5,2.6
13,Jock Landale,28,31,0,9.1,0.9,2.3,0.386,0.1,0.6,0.111,0.8,1.7,0.481,0.4,0.4,0.5,0.765,1.2,1.0,2.2,0.7,0.3,0.4,0.4,0.9,2.2
14,Jeenathan Williams,24,11,0,6.9,1.3,2.7,0.467,0.1,0.3,0.333,1.2,2.5,0.481,0.483,0.4,0.6,0.571,0.7,0.2,0.9,0.5,0.2,0.0,0.2,0.8,3.0
15,Boban Marjanović,35,9,0,5.3,1.1,2.3,0.476,0.0,0.2,0.0,1.1,2.1,0.526,0.476,0.3,0.7,0.5,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.6
16,Nate Hinton,24,11,0,5.3,0.9,1.8,0.5,0.6,1.0,0.636,0.3,0.8,0.333,0.675,0.4,0.5,0.8,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8
17,Jermaine Samuels,25,11,0,4.8,0.7,1.0,0.727,0.0,0.2,0.0,0.7,0.8,0.889,0.727,0.2,0.2,1.0,0.2,0.8,1.0,0.2,0.1,0.1,0.0,0.4,1.6
