Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Anthony Edwards,22,54,54,35.1,9.1,19.5,0.468,2.6,6.7,0.384,6.6,12.8,0.512,0.534,5.5,6.6,0.833,0.6,4.8,5.4,5.2,1.2,0.5,3.2,1.9,26.3
2,Rudy Gobert,31,55,55,33.5,5.2,8.0,0.649,0.0,0.0,0.0,5.2,8.0,0.651,0.649,3.3,5.1,0.643,3.6,9.0,12.7,1.2,0.6,2.1,1.5,3.0,13.7
3,Karl-Anthony Towns,28,56,56,32.8,8.0,15.6,0.514,2.3,5.3,0.435,5.7,10.3,0.554,0.587,4.3,4.9,0.879,1.5,7.0,8.5,2.9,0.7,0.7,2.8,3.3,22.6
4,Mike Conley,36,52,52,28.9,3.6,8.0,0.446,2.3,5.2,0.444,1.3,2.8,0.449,0.59,1.2,1.3,0.923,0.4,2.5,2.9,6.3,1.0,0.2,1.1,1.7,10.6
5,Jaden McDaniels,23,47,46,28.7,4.3,8.5,0.501,1.2,3.4,0.358,3.0,5.1,0.596,0.573,0.7,0.9,0.78,0.7,1.9,2.6,1.3,0.9,0.5,1.3,3.1,10.4
6,Nickeil Alexander-Walker,25,57,16,22.9,2.5,5.9,0.425,1.5,3.9,0.376,1.1,2.1,0.517,0.547,0.5,0.7,0.763,0.4,1.6,2.0,2.5,0.8,0.5,1.0,1.9,7.0
7,Naz Reid,24,57,0,22.6,4.5,9.5,0.48,1.9,4.6,0.405,2.7,4.9,0.55,0.578,1.1,1.5,0.741,0.9,3.7,4.6,1.0,0.7,0.8,1.2,2.0,12.1
8,Kyle Anderson,30,57,3,22.1,2.4,5.1,0.476,0.1,0.6,0.206,2.3,4.5,0.512,0.488,1.2,1.8,0.7,0.8,2.8,3.6,4.1,0.8,0.5,1.2,1.5,6.2
9,Monte Morris,28,5,0,14.8,2.2,5.0,0.44,0.8,2.8,0.286,1.4,2.2,0.636,0.52,0.2,0.2,1.0,0.0,1.2,1.2,2.4,0.8,0.4,0.2,0.4,5.4
10,Shake Milton,27,38,0,12.9,1.7,4.2,0.4,0.4,1.4,0.264,1.3,2.8,0.467,0.444,0.9,1.2,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7
11,Troy Brown Jr.,24,37,3,11.1,1.4,3.2,0.441,0.8,2.3,0.369,0.6,0.9,0.618,0.572,0.5,0.6,0.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2
12,Jordan McLaughlin,27,34,0,8.7,0.9,2.3,0.39,0.5,1.3,0.395,0.4,1.0,0.382,0.5,0.1,0.2,0.5,0.3,0.7,1.0,1.6,0.7,0.1,0.3,0.5,2.4
13,Leonard Miller,20,7,0,3.7,1.0,1.6,0.636,0.1,0.4,0.333,0.9,1.1,0.75,0.682,0.0,0.0,,0.1,1.3,1.4,0.4,0.1,0.1,0.1,0.4,2.1
14,Daishen Nix,21,10,0,3.5,0.8,1.9,0.421,0.5,1.3,0.385,0.3,0.6,0.5,0.553,0.1,0.4,0.25,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.1,2.2
15,Josh Minott,21,20,0,3.1,0.5,1.1,0.476,0.1,0.3,0.167,0.5,0.8,0.6,0.5,0.6,0.7,0.857,0.2,0.4,0.6,0.2,0.2,0.2,0.1,0.4,1.7
16,Wendell Moore Jr.,22,14,0,3.1,0.4,0.7,0.5,0.0,0.3,0.0,0.4,0.4,0.833,0.5,0.0,0.0,,0.0,0.4,0.4,0.1,0.4,0.1,0.2,0.3,0.7
17,Luka Garza,25,14,0,2.9,0.8,1.8,0.44,0.2,0.6,0.333,0.6,1.1,0.5,0.5,0.6,0.9,0.667,0.4,0.4,0.8,0.1,0.0,0.0,0.1,0.8,2.4
18,Justin Jackson,28,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
