Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Devin Vassell,23,53,47,31.8,7.0,15.1,0.467,2.5,6.7,0.377,4.5,8.4,0.539,0.551,2.5,3.1,0.801,0.4,3.3,3.7,3.7,1.0,0.3,1.5,1.0,19.1
2,Jeremy Sochan,20,58,57,29.6,4.5,10.2,0.438,0.9,2.8,0.331,3.6,7.4,0.479,0.484,1.4,1.9,0.764,1.8,4.3,6.2,3.5,0.8,0.4,1.9,2.3,11.3
3,Keldon Johnson,24,54,26,29.5,5.8,12.8,0.451,1.7,5.0,0.332,4.1,7.7,0.529,0.517,2.6,3.3,0.782,1.3,4.2,5.5,3.0,0.8,0.3,1.5,2.2,15.8
4,Victor Wembanyama,20,52,52,28.5,7.6,16.2,0.467,1.6,5.0,0.318,6.0,11.3,0.532,0.515,3.9,4.8,0.813,2.2,7.9,10.1,3.3,1.3,3.3,3.4,2.1,20.7
5,Tre Jones,24,53,24,26.2,3.8,7.6,0.502,0.7,2.3,0.303,3.1,5.3,0.589,0.549,1.4,1.6,0.88,0.7,2.5,3.2,5.8,1.0,0.1,1.4,1.2,9.7
6,Zach Collins,26,46,24,23.8,4.4,9.3,0.475,0.9,3.0,0.286,3.5,6.2,0.568,0.522,1.8,2.3,0.75,1.7,3.7,5.5,3.0,0.5,0.7,2.0,3.2,11.5
7,Malaki Branham,20,53,21,20.3,3.3,7.8,0.424,1.0,3.2,0.321,2.3,4.7,0.494,0.489,0.6,0.6,0.941,0.4,1.6,2.0,2.2,0.4,0.1,1.1,1.2,8.3
8,Cedi Osman,28,58,1,17.7,2.6,5.4,0.475,1.2,3.1,0.378,1.4,2.3,0.604,0.583,0.6,0.9,0.68,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.9
9,Julian Champagnie,22,51,36,16.8,1.9,4.8,0.396,1.2,3.4,0.36,0.7,1.4,0.486,0.524,0.8,1.0,0.796,0.6,2.0,2.6,1.2,0.6,0.5,0.6,1.1,5.8
10,Doug McDermott,32,46,0,15.2,2.1,4.7,0.442,1.7,3.8,0.439,0.4,0.9,0.452,0.619,0.2,0.4,0.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0
11,Dominick Barlow,20,23,1,13.3,1.7,3.7,0.476,0.1,0.3,0.429,1.6,3.3,0.481,0.494,1.0,1.5,0.647,1.4,2.2,3.7,1.1,0.4,0.5,0.2,1.4,4.6
12,Blake Wesley,20,37,1,13.2,1.6,3.2,0.504,0.1,0.8,0.143,1.5,2.5,0.615,0.521,0.7,1.1,0.595,0.3,0.9,1.2,2.6,0.5,0.1,0.8,1.5,4.0
13,Charles Bassey,23,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3
14,Devonte' Graham,28,12,0,8.3,0.9,2.5,0.367,0.6,1.8,0.318,0.3,0.7,0.5,0.483,0.5,0.7,0.75,0.2,1.2,1.3,1.6,0.3,0.1,0.3,0.3,2.9
15,Sandro Mamukelashvili,24,32,0,6.6,1.0,2.2,0.437,0.3,1.1,0.235,0.7,1.2,0.622,0.493,0.4,0.5,0.706,0.6,1.2,1.8,0.9,0.2,0.3,0.3,0.7,2.6
16,Sidy Cissoko,19,5,0,6.4,0.2,1.2,0.167,0.0,0.8,0.0,0.2,0.4,0.5,0.167,0.8,0.8,1.0,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,1.2
17,Mamadi Diakite,27,3,0,5.3,1.3,1.7,0.8,0.0,0.0,,1.3,1.7,0.8,0.8,1.3,2.0,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0
