Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Miles Bridges,25,46,44,37.3,8.2,17.7,0.464,2.5,6.6,0.377,5.7,11.2,0.515,0.534,2.6,3.1,0.844,1.0,6.5,7.4,3.3,1.1,0.5,2.0,1.8,21.5
2,Terry Rozier,29,30,30,35.5,8.4,18.3,0.459,2.8,7.7,0.358,5.6,10.6,0.533,0.535,3.6,4.3,0.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2
3,LaMelo Ball,22,22,22,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9
4,Gordon Hayward,33,25,25,31.9,5.6,11.9,0.468,0.9,2.4,0.361,4.7,9.4,0.496,0.505,2.5,3.2,0.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5
5,Brandon Miller,21,51,45,31.7,6.2,14.1,0.439,2.3,6.1,0.378,3.9,7.9,0.486,0.522,1.8,2.2,0.832,0.8,3.2,4.0,2.4,0.9,0.5,1.8,2.6,16.5
6,Tre Mann,22,6,6,29.5,4.2,9.8,0.424,1.8,4.0,0.458,2.3,5.8,0.4,0.517,1.5,1.7,0.9,0.7,4.8,5.5,5.2,1.7,0.0,1.8,2.3,11.7
7,P.J. Washington,25,44,17,29.2,5.2,11.6,0.446,1.8,5.5,0.324,3.4,6.0,0.558,0.524,1.5,2.1,0.713,1.2,4.1,5.3,2.2,0.9,0.7,1.5,2.5,13.6
8,Grant Williams,25,6,0,28.0,5.0,10.7,0.469,2.3,6.0,0.389,2.7,4.7,0.571,0.578,2.7,3.2,0.842,1.0,3.5,4.5,1.7,0.5,0.3,1.5,2.2,15.0
9,Cody Martin,28,25,19,26.8,3.0,7.7,0.389,1.0,3.0,0.329,2.0,4.7,0.427,0.453,0.7,1.2,0.567,0.7,3.2,3.9,3.6,1.3,0.6,1.6,1.6,7.7
10,Mark Williams,22,19,19,26.7,5.2,7.9,0.649,0.0,0.0,,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
11,Nick Richards,26,48,35,26.1,3.9,5.6,0.691,0.0,0.0,,3.9,5.6,0.691,0.691,2.2,3.0,0.729,2.7,5.4,8.1,0.9,0.4,1.3,1.1,2.7,9.9
12,Vasilije Micić,30,6,0,22.2,3.8,8.8,0.434,1.0,3.2,0.316,2.8,5.7,0.5,0.491,1.0,1.3,0.75,0.5,1.5,2.0,6.0,0.3,0.0,1.7,1.8,9.7
13,Seth Curry,33,5,0,20.0,3.6,7.6,0.474,1.0,3.8,0.263,2.6,3.8,0.684,0.539,1.0,1.2,0.833,0.4,1.2,1.6,1.4,0.6,0.4,0.4,0.4,9.2
14,Ish Smith,35,43,5,17.2,1.5,3.7,0.418,0.1,0.2,0.5,1.4,3.5,0.413,0.43,0.1,0.1,0.75,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2
15,Bryce McGowens,21,45,13,16.2,1.9,4.1,0.452,0.7,1.9,0.353,1.2,2.2,0.535,0.532,1.0,1.3,0.763,0.4,1.6,1.9,0.9,0.4,0.1,0.6,1.4,5.4
16,Nick Smith Jr.,19,37,0,15.5,2.4,5.9,0.406,1.4,3.1,0.451,1.0,2.8,0.356,0.523,0.3,0.4,0.846,0.4,1.0,1.5,1.2,0.2,0.2,0.9,1.2,6.4
17,Théo Maledon,22,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2
18,JT Thor,21,45,1,12.9,1.1,3.1,0.367,0.4,1.3,0.317,0.7,1.8,0.405,0.435,0.2,0.3,0.538,0.8,1.6,2.4,0.4,0.2,0.4,0.2,1.0,2.8
19,Nathan Mensah,25,25,0,12.3,0.5,1.1,0.429,0.0,0.0,,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3
20,Dāvis Bertāns,31,4,0,10.8,2.0,4.5,0.444,2.0,4.5,0.444,0.0,0.0,,0.667,0.0,0.0,,0.0,0.8,0.8,0.5,0.5,0.0,0.0,1.3,6.0
21,Leaky Black,24,22,3,9.9,0.8,1.8,0.436,0.3,0.7,0.467,0.5,1.1,0.417,0.526,0.4,0.6,0.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3
22,Frank Ntilikina,25,5,0,8.6,0.2,1.8,0.111,0.2,1.6,0.125,0.0,0.2,0.0,0.167,0.4,0.4,1.0,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0
23,James Bouknight,23,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6
24,Amari Bailey,19,3,0,5.0,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.3,0.7,0.5,0.7,0.0,0.7,0.3,0.0,0.0,0.3,0.0,1.7
